"","hsa","nm","genes"
"2892","path:hsa00982","Drug metabolism - cytochrome P450 - Homo sapiens (human)","UGT2A3"
"2893","path:hsa00982","Drug metabolism - cytochrome P450 - Homo sapiens (human)","UGT2B17"
"2894","path:hsa00982","Drug metabolism - cytochrome P450 - Homo sapiens (human)","UGT2B11"
"2895","path:hsa00982","Drug metabolism - cytochrome P450 - Homo sapiens (human)","UGT2B28"
"2896","path:hsa00982","Drug metabolism - cytochrome P450 - Homo sapiens (human)","UGT1A6"
"2897","path:hsa00982","Drug metabolism - cytochrome P450 - Homo sapiens (human)","UGT1A4"
"2898","path:hsa00982","Drug metabolism - cytochrome P450 - Homo sapiens (human)","UGT1A1"
"2899","path:hsa00982","Drug metabolism - cytochrome P450 - Homo sapiens (human)","UGT1A3"
"2900","path:hsa00982","Drug metabolism - cytochrome P450 - Homo sapiens (human)","UGT2B10"
"2901","path:hsa00982","Drug metabolism - cytochrome P450 - Homo sapiens (human)","UGT1A9"
"2902","path:hsa00982","Drug metabolism - cytochrome P450 - Homo sapiens (human)","UGT2B7"
"2903","path:hsa00982","Drug metabolism - cytochrome P450 - Homo sapiens (human)","UGT1A10"
"2904","path:hsa00982","Drug metabolism - cytochrome P450 - Homo sapiens (human)","UGT1A8"
"2905","path:hsa00982","Drug metabolism - cytochrome P450 - Homo sapiens (human)","UGT1A5"
"2906","path:hsa00982","Drug metabolism - cytochrome P450 - Homo sapiens (human)","UGT2B15"
"2907","path:hsa00982","Drug metabolism - cytochrome P450 - Homo sapiens (human)","UGT1A7"
"2908","path:hsa00982","Drug metabolism - cytochrome P450 - Homo sapiens (human)","UGT2B4"
"2909","path:hsa00982","Drug metabolism - cytochrome P450 - Homo sapiens (human)","UGT2A2"
"2910","path:hsa00982","Drug metabolism - cytochrome P450 - Homo sapiens (human)","CYP1A2"
"2911","path:hsa00982","Drug metabolism - cytochrome P450 - Homo sapiens (human)","CYP2E1"
"2912","path:hsa00982","Drug metabolism - cytochrome P450 - Homo sapiens (human)","CYP2C8"
"2913","path:hsa00982","Drug metabolism - cytochrome P450 - Homo sapiens (human)","CYP2A6"
"2914","path:hsa00982","Drug metabolism - cytochrome P450 - Homo sapiens (human)","CYP2A7"
"2915","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","HPRT1"
"2916","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","IMPDH1"
"2917","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","IMPDH2"
"2918","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","GMPS"
"2919","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","TPMT"
"2920","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","XDH"
"2921","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","ITPA"
"2922","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","CES1"
"2923","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","CES2"
"2924","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","UGT2A1"
"2925","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","UGT2A3"
"2926","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","UGT2B17"
"2927","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","UGT2B11"
"2928","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","UGT2B28"
"2929","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","UGT1A6"
"2930","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","UGT1A4"
"2931","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","UGT1A1"
"2932","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","UGT1A3"
"2933","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","UGT2B10"
"2934","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","UGT1A9"
"2935","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","UGT2B7"
"2936","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","UGT1A10"
"2937","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","UGT1A8"
"2938","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","UGT1A5"
"2939","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","UGT2B15"
"2940","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","UGT1A7"
"2941","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","UGT2B4"
"2942","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","UGT2A2"
"2943","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","GUSB"
"2944","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","CYP3A4"
"2945","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","CDA"
"2946","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","TYMP"
"2947","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","DPYD"
"2948","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","DPYS"
"2949","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","UPB1"
"2950","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","CYP2A6"
"2951","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","CYP2A7"
"2952","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","UPP2"
"2953","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","UPP1"
"2954","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","UCK1"
"2955","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","UCK2"
"2956","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","UCKL1"
"2957","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","TK2"
"2958","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","TK1"
"2959","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","UMPS"
"2960","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","CMPK1"
"2961","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","RRM1"
"2962","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","RRM2B"
"2963","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","RRM2"
"2964","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","NME6"
"2965","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","NME7"
"2966","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","NME2"
"2967","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","NME4"
"2968","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","NME1"
"2969","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","NME3"
"2970","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","NME1-NME2"
"2971","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","DUT"
"2972","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","MPO"
"2973","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","NAT2"
"2974","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","NAT1"
"2975","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","CYP2E1"
"2976","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","GSTA5"
"2977","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","GSTA2"
"2978","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","GSTA4"
"2979","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","GSTO2"
"2980","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","GSTM4"
"2981","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","GSTT2"
"2982","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","GSTT1"
"2983","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","GSTM3"
"2984","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","MGST1"
"2985","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","MGST3"
"2986","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","GSTM1"
"2987","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","GSTM5"
"2988","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","MGST2"
"2989","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","GSTA1"
"2990","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","GSTM2"
"2991","path:hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)","GSTA3"
