"","hsa","nm","genes"
"332","path:hsa00071","Fatty acid degradation - Homo sapiens (human)","CYP2U1"
"333","path:hsa00071","Fatty acid degradation - Homo sapiens (human)","ADH1A"
"334","path:hsa00071","Fatty acid degradation - Homo sapiens (human)","ADH1B"
"335","path:hsa00071","Fatty acid degradation - Homo sapiens (human)","ADH1C"
"336","path:hsa00071","Fatty acid degradation - Homo sapiens (human)","ADH7"
"337","path:hsa00071","Fatty acid degradation - Homo sapiens (human)","ADH4"
"338","path:hsa00071","Fatty acid degradation - Homo sapiens (human)","ADH5"
"339","path:hsa00071","Fatty acid degradation - Homo sapiens (human)","ADH6"
"340","path:hsa00071","Fatty acid degradation - Homo sapiens (human)","ALDH2"
"341","path:hsa00071","Fatty acid degradation - Homo sapiens (human)","ALDH3A2"
"342","path:hsa00071","Fatty acid degradation - Homo sapiens (human)","ALDH1B1"
"343","path:hsa00071","Fatty acid degradation - Homo sapiens (human)","ALDH7A1"
"344","path:hsa00071","Fatty acid degradation - Homo sapiens (human)","ALDH9A1"
"345","path:hsa00100","Steroid biosynthesis - Homo sapiens (human)","FDFT1"
"346","path:hsa00100","Steroid biosynthesis - Homo sapiens (human)","SQLE"
"347","path:hsa00100","Steroid biosynthesis - Homo sapiens (human)","LSS"
"348","path:hsa00100","Steroid biosynthesis - Homo sapiens (human)","CYP51A1"
"349","path:hsa00100","Steroid biosynthesis - Homo sapiens (human)","TM7SF2"
"350","path:hsa00100","Steroid biosynthesis - Homo sapiens (human)","LBR"
"351","path:hsa00100","Steroid biosynthesis - Homo sapiens (human)","MSMO1"
"352","path:hsa00100","Steroid biosynthesis - Homo sapiens (human)","NSDHL"
"353","path:hsa00100","Steroid biosynthesis - Homo sapiens (human)","HSD17B7"
"354","path:hsa00100","Steroid biosynthesis - Homo sapiens (human)","EBP"
"355","path:hsa00100","Steroid biosynthesis - Homo sapiens (human)","DHCR24"
"356","path:hsa00100","Steroid biosynthesis - Homo sapiens (human)","SC5D"
"357","path:hsa00100","Steroid biosynthesis - Homo sapiens (human)","DHCR7"
"358","path:hsa00100","Steroid biosynthesis - Homo sapiens (human)","LIPA"
"359","path:hsa00100","Steroid biosynthesis - Homo sapiens (human)","CEL"
"360","path:hsa00100","Steroid biosynthesis - Homo sapiens (human)","SOAT2"
"361","path:hsa00100","Steroid biosynthesis - Homo sapiens (human)","SOAT1"
"362","path:hsa00100","Steroid biosynthesis - Homo sapiens (human)","CYP2R1"
"363","path:hsa00100","Steroid biosynthesis - Homo sapiens (human)","CYP27B1"
"364","path:hsa00100","Steroid biosynthesis - Homo sapiens (human)","CYP24A1"
"365","path:hsa00120","Primary bile acid biosynthesis - Homo sapiens (human)","CYP46A1"
"366","path:hsa00120","Primary bile acid biosynthesis - Homo sapiens (human)","CYP39A1"
"367","path:hsa00120","Primary bile acid biosynthesis - Homo sapiens (human)","HSD3B7"
"368","path:hsa00120","Primary bile acid biosynthesis - Homo sapiens (human)","CH25H"
"369","path:hsa00120","Primary bile acid biosynthesis - Homo sapiens (human)","CYP7B1"
"370","path:hsa00120","Primary bile acid biosynthesis - Homo sapiens (human)","CYP7A1"
"371","path:hsa00120","Primary bile acid biosynthesis - Homo sapiens (human)","CYP27A1"
"372","path:hsa00120","Primary bile acid biosynthesis - Homo sapiens (human)","CYP8B1"
"373","path:hsa00120","Primary bile acid biosynthesis - Homo sapiens (human)","AKR1D1"
"374","path:hsa00120","Primary bile acid biosynthesis - Homo sapiens (human)","AKR1C4"
"375","path:hsa00120","Primary bile acid biosynthesis - Homo sapiens (human)","SLC27A5"
"376","path:hsa00120","Primary bile acid biosynthesis - Homo sapiens (human)","AMACR"
"377","path:hsa00120","Primary bile acid biosynthesis - Homo sapiens (human)","ACOX2"
"378","path:hsa00120","Primary bile acid biosynthesis - Homo sapiens (human)","HSD17B4"
"379","path:hsa00120","Primary bile acid biosynthesis - Homo sapiens (human)","SCP2"
"380","path:hsa00120","Primary bile acid biosynthesis - Homo sapiens (human)","ACOT8"
"381","path:hsa00120","Primary bile acid biosynthesis - Homo sapiens (human)","BAAT"
"382","path:hsa00130","Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)","TAT"
"383","path:hsa00130","Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)","COQ2"
"384","path:hsa00130","Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)","COQ6"
"385","path:hsa00130","Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)","COQ3"
"386","path:hsa00130","Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)","COQ5"
"387","path:hsa00130","Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)","COQ7"
"388","path:hsa00130","Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)","NQO1"
"389","path:hsa00130","Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)","GGCX"
"390","path:hsa00130","Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)","VKORC1"
"391","path:hsa00130","Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)","VKORC1L1"
"392","path:hsa00130","Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)","HPD"
"393","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","CYP11A1"
"394","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","CYP17A1"
"395","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","STS"
"396","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","SULT2B1"
"397","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","CYP21A2"
"398","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","HSD3B1"
"399","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","HSD3B2"
"400","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","SRD5A1"
"401","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","SRD5A2"
"402","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","SRD5A3"
"403","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","AKR1C2"
"404","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","AKR1C3"
"405","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","CYP11B1"
"406","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","CYP11B2"
"407","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","AKR1D1"
"408","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","AKR1C4"
"409","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","HSD11B1"
"410","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","HSD11B1L"
"411","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","HSD11B2"
"412","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","AKR1C1"
"413","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","CYP7B1"
"414","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","SULT1E1"
"415","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","HSD17B1"
"416","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","HSD17B2"
"417","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","HSD17B6"
"418","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","HSD17B7"
"419","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","HSD17B8"
"420","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","HSD17B12"
"421","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","DHRS11"
"422","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","CYP1A1"
"423","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","CYP1A2"
"424","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","CYP3A5"
"425","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","CYP3A7"
"426","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","CYP3A7-CYP3A51P"
"427","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","CYP2E1"
"428","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","CYP3A4"
"429","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","CYP1B1"
"430","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","CYP19A1"
"431","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","CYP7A1"
"432","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","UGT2A1"
"433","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","UGT2A3"
"434","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","UGT2B17"
"435","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","UGT2B11"
"436","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","UGT2B28"
"437","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","UGT1A6"
"438","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","UGT1A4"
"439","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","UGT1A1"
"440","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","UGT1A3"
"441","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","UGT2B10"
"442","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","UGT1A9"
"443","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","UGT2B7"
"444","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","UGT1A10"
"445","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","UGT1A8"
"446","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","UGT1A5"
"447","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","UGT2B15"
"448","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","UGT1A7"
"449","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","UGT2B4"
"450","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","UGT2A2"
"451","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","COMT"
"452","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","LRTOMT"
"453","path:hsa00140","Steroid hormone biosynthesis - Homo sapiens (human)","HSD17B3"
"454","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","ND1"
"455","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","ND2"
"456","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","ND3"
"457","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","ND4"
"458","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","ND4L"
"459","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","ND5"
"460","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","ND6"
"461","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","NDUFS1"
"462","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","NDUFS2"
"463","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","NDUFS3"
"464","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","NDUFS4"
"465","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","NDUFS5"
"466","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","NDUFS6"
"467","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","NDUFS7"
"468","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","NDUFS8"
"469","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","NDUFV1"
"470","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","NDUFV2"
"471","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","NDUFV3"
"472","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","NDUFA1"
"473","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","NDUFA2"
"474","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","NDUFA3"
"475","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","NDUFA4"
"476","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","NDUFA4L2"
"477","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","NDUFA5"
"478","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","NDUFA6"
"479","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","NDUFA7"
"480","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","NDUFA8"
"481","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","NDUFA9"
"482","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","NDUFA10"
"483","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","NDUFAB1"
"484","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","NDUFA11"
"485","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","NDUFA12"
"486","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","NDUFA13"
"487","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","NDUFB1"
"488","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","NDUFB2"
"489","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","NDUFB3"
"490","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","NDUFB4"
"491","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","NDUFB5"
"492","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","NDUFB6"
"493","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","NDUFB7"
"494","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","NDUFB8"
"495","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","NDUFB9"
"496","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","NDUFB10"
"497","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","NDUFB11"
"498","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","NDUFC1"
"499","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","NDUFC2"
"500","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","NDUFC2-KCTD14"
"501","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","SDHA"
"502","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","SDHB"
"503","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","SDHC"
"504","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","SDHD"
"505","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","UQCRFS1"
"506","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","CYTB"
"507","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","CYC1"
"508","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","UQCRC1"
"509","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","UQCRC2"
"510","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","UQCRH"
"511","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","UQCRHL"
"512","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","UQCRB"
"513","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","UQCRQ"
"514","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","UQCR10"
"515","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","UQCR11"
"516","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","COX10"
"517","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","COX3"
"518","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","COX1"
"519","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","COX2"
"520","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","COX4I2"
"521","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","COX4I1"
"522","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","COX5A"
"523","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","COX5B"
"524","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","COX6A1"
"525","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","COX6A2"
"526","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","COX6B1"
"527","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","COX6B2"
"528","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","COX6C"
"529","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","COX7A1"
"530","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","COX7A2"
"531","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","COX7A2L"
"532","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","COX7B"
"533","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","COX7B2"
"534","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","COX7C"
"535","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","COX8C"
"536","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","COX8A"
"537","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","COX11"
"538","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","COX15"
"539","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","COX17"
"540","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","CYCS"
"541","path:hsa00190","Oxidative phosphorylation - Homo sapiens (human)","ATP5F1A"
